asin,reviewerID,adjusted_rating,overall,overall_mean,new_reviewerID,new_asin
B0000C4KJV,ABLOQZIL42W7I,-0.214285714,4,4.214285714,165,56
B0000C4KJV,A1R5TYNKCH1CBN,0,5,5,866,56
B0000CBJ4T,A2PNOU7NXB1JE4,0.5,5,4.5,891,57
B0000CBJ4T,A2PNOU7NXB1JE4,0.5,5,4.5,891,57
B0000Y3COM,A19SDJ2TSSL8HI,-2.666666667,1,3.666666667,892,58
B0000Y3COM,A19SDJ2TSSL8HI,-2.666666667,1,3.666666667,892,58
B0000Y8IOQ,A2QVL15VHLOO8R,0,5,5,893,59
B0000Y8IOQ,A2CLCE3S7WEORU,0.8,5,4.2,894,59
B0000Y8IOQ,A2QVL15VHLOO8R,0,5,5,893,59
B0000Y8IOQ,A2CLCE3S7WEORU,0.8,5,4.2,894,59
B0000ZHGZ2,A38QEATH3NODFM,0.5,5,4.5,895,60
B0000ZHGZ2,A2VTZQT8P0MK99,0.25,5,4.75,896,60
B0000ZHGZ2,A38QEATH3NODFM,0.5,5,4.5,895,60
B0000ZHGZ2,A2VTZQT8P0MK99,0.25,5,4.75,896,60
B00011QUDE,A32XBMDU58G03M,0,5,5,897,61
B00011QUDE,A2TMZPBW7ESQ9A,0.5,4,3.5,898,61
B00011QUDE,AV8GBKXPU09BS,-1.2,1,2.2,899,61
B00011QUDE,A2LHFW4Q0UWIFA,-0.4,3,3.4,900,61
B00011QUDE,A2LHFW4Q0UWIFA,-0.4,3,3.4,900,61
B00011QUDE,A294LMR57BQV10,0,5,5,901,61
B00011QUDE,A108DY5IC7OVWT,1,3,2,902,61
B00011QUDE,A108DY5IC7OVWT,-1,1,2,902,61
B00011QUDE,A1VDW1QKSVN3MO,0,5,5,903,61
B00011QUDE,AJMANNB5AVWQW,-2.4,1,3.4,904,61
B00011QUDE,A31H5B27RT1BWE,0.333333333,5,4.666666667,905,61
B00011QUDE,A2DTMHXOINAS9V,0,5,5,906,61
B00011QUDE,A3MW93I43BV8DD,0,5,5,907,61
B00011QUDE,A3MW93I43BV8DD,0,5,5,907,61
B00011QUDE,A1DMBS5Q0K44G0,0,5,5,908,61
B00011QUDE,AZMAOC6QC0WEP,-1,3,4,909,61
B00011QUDE,A3I2SS36DK22RG,0,5,5,910,61
B00011QUDE,A3I2SS36DK22RG,0,5,5,910,61
B00011QUDE,AKHNJOHLPU4FU,-0.6,4,4.6,911,61
B00011QUDE,A1RQVI2SMJFELQ,0,5,5,912,61
B00011QUDE,A3O83QHTANIZ49,0,5,5,913,61
B00011QUDE,AVU2DNFUQRJGA,0,5,5,914,61
B00011QUDE,A1LZSX7VRJXSYT,-1.5,2,3.5,885,61
B00011QUDE,AR419X5AHBMBD,-0.5,4,4.5,915,61
B00011QUDE,A3I8GC0R44ON1L,0,3,3,916,61
B00011QUDE,AG2U3A5XNF4R3,0.5,5,4.5,917,61
B00011QUDE,A21GXCSZSHAUYL,0,5,5,918,61
B00011QUDE,A11F87LHCF6KV2,0,5,5,919,61
B00011QUDE,A3ESTWDBNOUJQ7,0.142857143,5,4.857142857,920,61
B00011QUDE,A3C2JQC6R2K52C,-2.4,1,3.4,921,61
B00011QUDE,A1YSC5USHA3IIB,-1.5,2,3.5,922,61
B00011QUDE,A1SJJCOFHKCZI9,0,5,5,923,61
B00011QUDE,A32XBMDU58G03M,0,5,5,897,61
B00011QUDE,A2TMZPBW7ESQ9A,0.5,4,3.5,898,61
B00011QUDE,AV8GBKXPU09BS,-1.2,1,2.2,899,61
B00011QUDE,A2LHFW4Q0UWIFA,-0.4,3,3.4,900,61
B00011QUDE,A2LHFW4Q0UWIFA,-0.4,3,3.4,900,61
B00011QUDE,A294LMR57BQV10,0,5,5,901,61
B00011QUDE,A108DY5IC7OVWT,1,3,2,902,61
B00011QUDE,A108DY5IC7OVWT,-1,1,2,902,61
B00011QUDE,A1VDW1QKSVN3MO,0,5,5,903,61
B00011QUDE,AJMANNB5AVWQW,-2.4,1,3.4,904,61
B00011QUDE,A31H5B27RT1BWE,0.333333333,5,4.666666667,905,61
B00011QUDE,A2DTMHXOINAS9V,0,5,5,906,61
B00011QUDE,A3MW93I43BV8DD,0,5,5,907,61
B00011QUDE,A3MW93I43BV8DD,0,5,5,907,61
B00011QUDE,A1DMBS5Q0K44G0,0,5,5,908,61
B00011QUDE,AZMAOC6QC0WEP,-1,3,4,909,61
B00011QUDE,A3I2SS36DK22RG,0,5,5,910,61
B00011QUDE,A3I2SS36DK22RG,0,5,5,910,61
B00011QUDE,AKHNJOHLPU4FU,-0.6,4,4.6,911,61
B00011QUDE,A1RQVI2SMJFELQ,0,5,5,912,61
B00011QUDE,A3O83QHTANIZ49,0,5,5,913,61
B00011QUDE,AVU2DNFUQRJGA,0,5,5,914,61
B00011QUDE,A1LZSX7VRJXSYT,-1.5,2,3.5,885,61
B00011QUDE,AR419X5AHBMBD,-0.5,4,4.5,915,61
B00011QUDE,A3I8GC0R44ON1L,0,3,3,916,61
B00011QUDE,AG2U3A5XNF4R3,0.5,5,4.5,917,61
B00011QUDE,A21GXCSZSHAUYL,0,5,5,918,61
B00011QUDE,A11F87LHCF6KV2,0,5,5,919,61
B00011QUDE,A3ESTWDBNOUJQ7,0.142857143,5,4.857142857,920,61
B00011QUDE,A3C2JQC6R2K52C,-2.4,1,3.4,921,61
B00011QUDE,A1YSC5USHA3IIB,-1.5,2,3.5,922,61
B00011QUDE,A1SJJCOFHKCZI9,0,5,5,923,61
B000142ZFS,A5F9YGF9I3SX,0.75,5,4.25,924,62
B000142ZFS,AOY21F9N2X1QD,0.75,3,2.25,925,62
B000142ZFS,A1UX6MRX503HNP,0,5,5,926,62
B000142ZFS,A1BZPKF3S7JWAX,1,5,4,927,62
B000142ZFS,A696ZTE6VBU4U,0,5,5,928,62
B000142ZFS,AIVI065Z4K2MN,0.75,5,4.25,929,62
B000142ZFS,AHSFC5BKJLXE8,-0.4,4,4.4,930,62
B000142ZFS,AYINCZ8IO1VIF,0,5,5,931,62
B000142ZFS,A3I1AUNT38MLJ2,0,5,5,932,62
B000142ZFS,A3JLDJMZ4FVG96,0,5,5,933,62
B000142ZFS,A34KCTURUUWITQ,-1.25,1,2.25,934,62
B000142ZFS,A2WXKLHX5SQC3,0,5,5,935,62
B000142ZFS,AOOEAN1FCGALW,0,5,5,936,62
B000142ZFS,A2Q5K1C366LASY,-0.5,4,4.5,937,62
B000142ZFS,A3TB412093NRLD,0,5,5,938,62
B000142ZFS,A5F9YGF9I3SX,0.75,5,4.25,924,62
B000142ZFS,AOY21F9N2X1QD,0.75,3,2.25,925,62
B000142ZFS,A1UX6MRX503HNP,0,5,5,926,62
B000142ZFS,A1BZPKF3S7JWAX,1,5,4,927,62
B000142ZFS,A696ZTE6VBU4U,0,5,5,928,62
B000142ZFS,AIVI065Z4K2MN,0.75,5,4.25,929,62
B000142ZFS,AHSFC5BKJLXE8,-0.4,4,4.4,930,62
B000142ZFS,AYINCZ8IO1VIF,0,5,5,931,62
B000142ZFS,A3I1AUNT38MLJ2,0,5,5,932,62
B000142ZFS,A3JLDJMZ4FVG96,0,5,5,933,62
B000142ZFS,A34KCTURUUWITQ,-1.25,1,2.25,934,62
B000142ZFS,A2WXKLHX5SQC3,0,5,5,935,62
B000142ZFS,AOOEAN1FCGALW,0,5,5,936,62
B000142ZFS,A2Q5K1C366LASY,-0.5,4,4.5,937,62
B000142ZFS,A3TB412093NRLD,0,5,5,938,62
B0001428BY,A2EBR70V6P9W0N,-1.25,3,4.25,939,63
B0001428BY,A2EBR70V6P9W0N,-1.25,3,4.25,939,63
B000146LKS,AYIEJN573DL7X,1,5,4,940,64
B000146LKS,A2KL8LGOAZHU6I,0,5,5,941,64
B000146LKS,A2FRCOF26Z925W,0,5,5,942,64
B000146LKS,A37M9FGD63BB6S,0,5,5,943,64
B000146LKS,A1S33MBS8KYVR2,-1,3,4,944,64
B000146LKS,A20B85W2RYRTQO,0.666666667,5,4.333333333,945,64
B000146LKS,A1J0W3P5BLLEFI,-1,3,4,946,64
B000146LKS,ANMXF453U486R,0,5,5,947,64
B000146LKS,AXC5933YXZZZW,0,5,5,948,64
B000146LKS,A175WOXLHJ9N5G,-0.5,4,4.5,949,64
B000146LKS,A38AH4IMB78G3E,0,3,3,950,64
B000146LKS,A135I7QUXULDVK,0,5,5,951,64
B000146LKS,A2ICX5U6A5W1X3,0,5,5,952,64
B000146LKS,A3S7619Z4R0EJ6,-1.5,2,3.5,953,64
B000146LKS,AYEDFWV2FZ22V,0,5,5,954,64
B000146LKS,A1RXVSBGGRKIIW,-1,3,4,955,64
B000146LKS,A2ILV6IPPW6W7I,2,5,3,956,64
B000146LKS,A2CHTRYAGL7P04,0,5,5,957,64
B000146LKS,A3S459EHZONQUI,0,5,5,958,64
B000146LKS,A10QVAZVCNMSL2,-0.5,4,4.5,959,64
B000146LKS,AYIEJN573DL7X,1,5,4,940,64
B000146LKS,A2KL8LGOAZHU6I,0,5,5,941,64
B000146LKS,A2FRCOF26Z925W,0,5,5,942,64
B000146LKS,A37M9FGD63BB6S,0,5,5,943,64
B000146LKS,A1S33MBS8KYVR2,-1,3,4,944,64
B000146LKS,A20B85W2RYRTQO,0.666666667,5,4.333333333,945,64
B000146LKS,A1J0W3P5BLLEFI,-1,3,4,946,64
B000146LKS,ANMXF453U486R,0,5,5,947,64
B000146LKS,AXC5933YXZZZW,0,5,5,948,64
B000146LKS,A175WOXLHJ9N5G,-0.5,4,4.5,949,64
B000146LKS,A38AH4IMB78G3E,0,3,3,950,64
B000146LKS,A135I7QUXULDVK,0,5,5,951,64
B000146LKS,A2ICX5U6A5W1X3,0,5,5,952,64
B000146LKS,A3S7619Z4R0EJ6,-1.5,2,3.5,953,64
B000146LKS,AYEDFWV2FZ22V,0,5,5,954,64
B000146LKS,A1RXVSBGGRKIIW,-1,3,4,955,64
B000146LKS,A2ILV6IPPW6W7I,2,5,3,956,64
B000146LKS,A2CHTRYAGL7P04,0,5,5,957,64
B000146LKS,A3S459EHZONQUI,0,5,5,958,64
B000146LKS,A10QVAZVCNMSL2,-0.5,4,4.5,959,64
B00014GUJA,A299Q4E4QI9CVM,-0.5,4,4.5,960,65
B00014GUJA,A299Q4E4QI9CVM,-0.5,4,4.5,960,65
B000158MK4,A2HTZ3VXZR9OHT,-1.5,2,3.5,961,66
B000158MK4,A2HTZ3VXZR9OHT,-1.5,2,3.5,961,66
B00015XAQA,A1NEHZZ6TLAE35,-0.25,4,4.25,962,67
B00015XAQA,A1NEHZZ6TLAE35,-0.25,4,4.25,962,67
B00016WU6A,A2QW0I0DL98JN4,0,5,5,963,68
B00016WU6A,A3V2NAG58DZBHL,0.2,5,4.8,964,68
B00016WU6A,A2X865QLB42XYL,0,5,5,965,68
B00016WU6A,A1S9N94L3V34PH,0,5,5,966,68
B00016WU6A,AUEFWM0QEM29S,0,5,5,967,68
B00016WU6A,A2QW0I0DL98JN4,0,5,5,963,68
B00016WU6A,AUEFWM0QEM29S,0,5,5,967,68
B00016WU6A,A3V25I855OKRHB,0,5,5,968,68
B00016WU6A,A30SSKRDY2NDH0,0,5,5,969,68
B00016WU6A,A30SSKRDY2NDH0,0,5,5,969,68
B00016WU6A,AYIEJN573DL7X,0,4,4,940,68
B00016WU6A,AXRI50PDGMJRS,0,4,4,970,68
B00016WU6A,A1TVN33O9C3TSU,-0.25,4,4.25,971,68
B00016WU6A,A2X865QLB42XYL,0,5,5,965,68
B00016WU6A,A2QW0I0DL98JN4,0,5,5,963,68
B00016WU6A,A3V2NAG58DZBHL,0.2,5,4.8,964,68
B00016WU6A,A2X865QLB42XYL,0,5,5,965,68
B00016WU6A,A1S9N94L3V34PH,0,5,5,966,68
B00016WU6A,AUEFWM0QEM29S,0,5,5,967,68
B00016WU6A,A2QW0I0DL98JN4,0,5,5,963,68
B00016WU6A,AUEFWM0QEM29S,0,5,5,967,68
B00016WU6A,A3V25I855OKRHB,0,5,5,968,68
B00016WU6A,A30SSKRDY2NDH0,0,5,5,969,68
B00016WU6A,A30SSKRDY2NDH0,0,5,5,969,68
B00016WU6A,AYIEJN573DL7X,0,4,4,940,68
B00016WU6A,AXRI50PDGMJRS,0,4,4,970,68
B00016WU6A,A1TVN33O9C3TSU,-0.25,4,4.25,971,68
B00016WU6A,A2X865QLB42XYL,0,5,5,965,68
B00016WU5Q,AXRI50PDGMJRS,0,4,4,970,69
B00016WU5Q,AXRI50PDGMJRS,0,4,4,970,69
B00016WULK,A34MZFV74SZ0RB,0.4,5,4.6,972,70
B00016WULK,ADISBLWRBSA2I,-1.5,2,3.5,973,70
B00016WULK,A2DYZVCFN9YUEU,-2.4,1,3.4,974,70
B00016WULK,AEHKQQBQEBSPG,0,5,5,975,70
B00016WULK,A250J48B3DOVWC,-1,3,4,976,70
B00016WULK,A35BAWHY8YSL0R,0,5,5,977,70
B00016WULK,AKVLQ9I8LOMXH,-1.5,2,3.5,978,70
B00016WULK,A2OTP9DL8A8F9T,-2,1,3,979,70
B00016WULK,A2CHTRYAGL7P04,0,5,5,957,70
B00016WULK,ADQ8JRD3RBHEA,0,5,5,980,70
B00016WULK,A34MZFV74SZ0RB,0.4,5,4.6,972,70
B00016WULK,ADISBLWRBSA2I,-1.5,2,3.5,973,70
B00016WULK,A2DYZVCFN9YUEU,-2.4,1,3.4,974,70
B00016WULK,AEHKQQBQEBSPG,0,5,5,975,70
B00016WULK,A250J48B3DOVWC,-1,3,4,976,70
B00016WULK,A35BAWHY8YSL0R,0,5,5,977,70
B00016WULK,AKVLQ9I8LOMXH,-1.5,2,3.5,978,70
B00016WULK,A2OTP9DL8A8F9T,-2,1,3,979,70
B00016WULK,A2CHTRYAGL7P04,0,5,5,957,70
B00016WULK,ADQ8JRD3RBHEA,0,5,5,980,70
B0001951JA,A3BDLTOO1N97FV,1,3,2,981,71
B0001951JA,A3BDLTOO1N97FV,1,3,2,981,71
B0001AD4RK,A355UT4VU5R5TP,0,4,4,982,72
B0001AD4RK,A2FDKXOY7V30G9,0,5,5,983,72
B0001AD4RK,A2C0TQIXVX0C7J,0.4,5,4.6,984,72
B0001AD4RK,A355UT4VU5R5TP,0,4,4,982,72
B0001AD4RK,A2FDKXOY7V30G9,0,5,5,983,72
B0001AD4RK,A2C0TQIXVX0C7J,0.4,5,4.6,984,72
B0001AD4TS,A1GCZCBN67Q4AY,0,5,5,985,73
B0001AD4TS,A1GCZCBN67Q4AY,0,5,5,985,73
B0001AD4TS,A3QPKD2XEELE2S,0,5,5,986,73
B0001AD4TS,A3QPKD2XEELE2S,0,5,5,986,73
B0001AD4TS,A2FDKXOY7V30G9,0,5,5,983,73
B0001AD4TS,AMX5LIIGMBI3A,0,5,5,987,73
B0001AD4TS,AFSI077VZ7D8N,0,5,5,988,73
B0001AD4TS,A1GCZCBN67Q4AY,0,5,5,985,73
B0001AD4TS,A1GCZCBN67Q4AY,0,5,5,985,73
B0001AD4TS,A3QPKD2XEELE2S,0,5,5,986,73
B0001AD4TS,A3QPKD2XEELE2S,0,5,5,986,73
B0001AD4TS,A2FDKXOY7V30G9,0,5,5,983,73
B0001AD4TS,AMX5LIIGMBI3A,0,5,5,987,73
B0001AD4TS,AFSI077VZ7D8N,0,5,5,988,73
B0001DHH0M,A1RUOQXQRBKMJ0,0,1,1,989,74
B0001DHH0M,A1RUOQXQRBKMJ0,0,1,1,989,74
B0001EKQNG,A34K7KWA3BFDZZ,-0.5,4,4.5,990,75
B0001EKQNG,A1LMXP88MOTMOF,0.2,5,4.8,991,75
B0001EKQNG,AQQ3VJS0DEX08,0,5,5,992,75
B0001EKQNG,A3TYQS7UEY6O7A,0.5,2,1.5,993,75
B0001EKQNG,A19N52YR65MD0Z,0,5,5,994,75
B0001EKQNG,A1W7AIMQ5VFD1E,0,5,5,995,75
B0001EKQNG,A3TYQS7UEY6O7A,-0.5,1,1.5,993,75
B0001EKQNG,A1W7AIMQ5VFD1E,0,5,5,995,75
B0001EKQNG,A1W7AIMQ5VFD1E,0,5,5,995,75
B0001EKQNG,A30BBBSI10YVAE,1,5,4,996,75
B0001EKQNG,A1OGM86F9XF5M3,-1.333333333,2,3.333333333,997,75
B0001EKQNG,A1PAQJZ4O2SXEC,0,5,5,998,75
B0001EKQNG,A1PAQJZ4O2SXEC,0,5,5,998,75
B0001EKQNG,A34K7KWA3BFDZZ,-0.5,4,4.5,990,75
B0001EKQNG,A1LMXP88MOTMOF,0.2,5,4.8,991,75
B0001EKQNG,AQQ3VJS0DEX08,0,5,5,992,75
B0001EKQNG,A3TYQS7UEY6O7A,0.5,2,1.5,993,75
B0001EKQNG,A19N52YR65MD0Z,0,5,5,994,75
B0001EKQNG,A1W7AIMQ5VFD1E,0,5,5,995,75
B0001EKQNG,A3TYQS7UEY6O7A,-0.5,1,1.5,993,75
B0001EKQNG,A1W7AIMQ5VFD1E,0,5,5,995,75
B0001EKQNG,A1W7AIMQ5VFD1E,0,5,5,995,75
B0001EKQNG,A30BBBSI10YVAE,1,5,4,996,75
B0001EKQNG,A1OGM86F9XF5M3,-1.333333333,2,3.333333333,997,75
B0001EKQNG,A1PAQJZ4O2SXEC,0,5,5,998,75
B0001EKQNG,A1PAQJZ4O2SXEC,0,5,5,998,75
B0001EKQOK,AQQ3VJS0DEX08,0,5,5,992,76
B0001EKQOK,AQQ3VJS0DEX08,0,5,5,992,76
B0001HYJW2,A2P5BW17M2SBYX,-0.5,1,1.5,999,77
B0001HYJW2,A2P5BW17M2SBYX,-0.5,1,1.5,999,77
B0001HYKBC,A3T3XI39EQL6LE,0,5,5,1000,78
B0001HYKBC,A2KPHPQKZ0SM6X,1,3,2,1001,78
B0001HYKBC,A36WTQL2AW6NR5,-0.5,4,4.5,182,78
B0001HYKBC,A1TAUFWLTNRBBV,0,5,5,1002,78
B0001HYKBC,AOIX843EF6UPY,-0.5,4,4.5,1003,78
B0001HYKBC,A1TAUFWLTNRBBV,0,5,5,1002,78
B0001HYKBC,A2BVRKJ12P1HDY,1.142857143,5,3.857142857,1004,78
B0001HYKBC,A3T3XI39EQL6LE,0,5,5,1000,78
B0001HYKBC,A2KPHPQKZ0SM6X,1,3,2,1001,78
B0001HYKBC,A36WTQL2AW6NR5,-0.5,4,4.5,182,78
B0001HYKBC,A1TAUFWLTNRBBV,0,5,5,1002,78
B0001HYKBC,AOIX843EF6UPY,-0.5,4,4.5,1003,78
B0001HYKBC,A1TAUFWLTNRBBV,0,5,5,1002,78
B0001HYKBC,A2BVRKJ12P1HDY,1.142857143,5,3.857142857,1004,78
B0001HYLR0,AOIX843EF6UPY,0.5,5,4.5,1003,79
B0001HYLR0,ALVES1OA7MBXP,-1,2,3,179,79
B0001HYLR0,AOIX843EF6UPY,0.5,5,4.5,1003,79
B0001HYLR0,ALVES1OA7MBXP,-1,2,3,179,79
B0001HYMFG,A31QNUC9DXL7QT,-0.5,4,4.5,1005,80
B0001HYMFG,A2T0IDKBG8OF91,0,1,1,1006,80
B0001HYMFG,A1FNQ5N9TQFJB2,0,5,5,1007,80
B0001HYMFG,AAAFFVZC2FCG8,0.5,5,4.5,1008,80
B0001HYMFG,A3BP2V7CGV6BZX,0,5,5,1009,80
B0001HYMFG,A31QNUC9DXL7QT,-0.5,4,4.5,1005,80
B0001HYMFG,A2T0IDKBG8OF91,0,1,1,1006,80
B0001HYMFG,A1FNQ5N9TQFJB2,0,5,5,1007,80
B0001HYMFG,AAAFFVZC2FCG8,0.5,5,4.5,1008,80
B0001HYMFG,A3BP2V7CGV6BZX,0,5,5,1009,80
B0001HYKBW,AVC6SHY1A64U6,0.5,5,4.5,1010,81
B0001HYKBW,AVC6SHY1A64U6,-0.5,4,4.5,1010,81
B0001HYKBW,AVC6SHY1A64U6,0.5,5,4.5,1010,81
B0001HYKBW,AVC6SHY1A64U6,-0.5,4,4.5,1010,81
B0001HYKBM,A3T3XI39EQL6LE,0,5,5,1000,82
B0001HYKBM,A58F10T4OE58C,-0.285714286,4,4.285714286,1011,82
B0001HYKBM,A1G901300TLV9F,0,5,5,1012,82
B0001HYKBM,A3EYHGHVYDXZ4H,-0.5,4,4.5,1013,82
B0001HYKBM,A3T3XI39EQL6LE,0,5,5,1000,82
B0001HYKBM,A58F10T4OE58C,-0.285714286,4,4.285714286,1011,82
B0001HYKBM,A1G901300TLV9F,0,5,5,1012,82
B0001HYKBM,A3EYHGHVYDXZ4H,-0.5,4,4.5,1013,82
B0001HYMFQ,A2ZNTU6J7H6CEJ,0,5,5,1014,83
B0001HYMFQ,A2YACYWPISAYKB,-0.5,4,4.5,1015,83
B0001HYMFQ,A31QNUC9DXL7QT,0.5,5,4.5,1005,83
B0001HYMFQ,A1FNQ5N9TQFJB2,0,5,5,1007,83
B0001HYMFQ,AAAFFVZC2FCG8,-0.5,4,4.5,1008,83
B0001HYMFQ,A3EFS1B65MXUU,0,3,3,1016,83
B0001HYMFQ,A3BP2V7CGV6BZX,0,5,5,1009,83
B0001HYMFQ,A2ZNTU6J7H6CEJ,0,5,5,1014,83
B0001HYMFQ,A2YACYWPISAYKB,-0.5,4,4.5,1015,83
B0001HYMFQ,A31QNUC9DXL7QT,0.5,5,4.5,1005,83
B0001HYMFQ,A1FNQ5N9TQFJB2,0,5,5,1007,83
B0001HYMFQ,AAAFFVZC2FCG8,-0.5,4,4.5,1008,83
B0001HYMFQ,A3EFS1B65MXUU,0,3,3,1016,83
B0001HYMFQ,A3BP2V7CGV6BZX,0,5,5,1009,83
B0001HYMG0,A2T0IDKBG8OF91,0,1,1,1006,84
B0001HYMG0,A2PR6NXG0PA3KY,0.333333333,5,4.666666667,860,84
B0001HYMG0,A3EFS1B65MXUU,0,3,3,1016,84
B0001HYMG0,A2T0IDKBG8OF91,0,1,1,1006,84
B0001HYMG0,A2PR6NXG0PA3KY,0.333333333,5,4.666666667,860,84
B0001HYMG0,A3EFS1B65MXUU,0,3,3,1016,84
B0001HYKC6,A3EYHGHVYDXZ4H,0.5,5,4.5,1013,85
B0001HYKC6,A1MTGLL68VNZZB,0,5,5,1017,85
B0001HYKC6,A3EYHGHVYDXZ4H,0.5,5,4.5,1013,85
B0001HYKC6,A1MTGLL68VNZZB,0,5,5,1017,85
B0001KBP08,AF3UTYRN35KL9,0,5,5,1018,86
B0001KBP08,A60K3A8535404,0,4,4,1019,86
B0001KBP08,AF3UTYRN35KL9,0,5,5,1018,86
B0001KBP08,A60K3A8535404,0,4,4,1019,86
B0001LQGEC,A38QEATH3NODFM,-0.5,4,4.5,895,87
B0001LQGEC,A2ERK85P6X5I6S,0,5,5,1020,87
B0001LQGEC,A38QEATH3NODFM,-0.5,4,4.5,895,87
B0001LQGEC,A2ERK85P6X5I6S,0,5,5,1020,87
B0001LQGEW,A2ERK85P6X5I6S,0,5,5,1020,88
B0001LQGEW,A2ERK85P6X5I6S,0,5,5,1020,88
B0001LQGG0,A1KWIAKMANZVIV,0,5,5,1021,89
B0001LQGG0,A12OU4WVSX7BZ,0,5,5,149,89
B0001LQGG0,A2LL4EDQX9J3EY,-1,3,4,883,89
B0001LQGG0,AAYJA4GME03V6,0.5,4,3.5,1022,89
B0001LQGG0,A301B6L3TCD7WL,0.2,4,3.8,1023,89
B0001LQGG0,A1CD0QWO200PDI,0.5,5,4.5,28,89
B0001LQGG0,A1KWIAKMANZVIV,0,5,5,1021,89
B0001LQGG0,A12OU4WVSX7BZ,0,5,5,149,89
B0001LQGG0,A2LL4EDQX9J3EY,-1,3,4,883,89
B0001LQGG0,AAYJA4GME03V6,0.5,4,3.5,1022,89
B0001LQGG0,A301B6L3TCD7WL,0.2,4,3.8,1023,89
B0001LQGG0,A1CD0QWO200PDI,0.5,5,4.5,28,89
B0001M1IAI,A3D2ZGYOZ7PEQM,-1,3,4,1024,90
B0001M1IAI,A3D2ZGYOZ7PEQM,-1,3,4,1024,90
B0001TMDF0,A15Q386XEF5IUO,0,5,5,1025,91
B0001TMDF0,A2CZ98V784SRJ0,-2.111111111,2,4.111111111,1026,91
B0001TMDF0,A23QZFNMVLNC02,0,5,5,1027,91
B0001TMDF0,A6L3XM9Y0KMLR,0,5,5,131,91
B0001TMDF0,A3RALES3RIRVH6,0,5,5,1028,91
B0001TMDF0,AA1JJNJ5VYI97,0.25,5,4.75,1029,91
B0001TMDF0,A1J5VERK1A6A9Y,0.25,5,4.75,1030,91
B0001TMDF0,A355UT4VU5R5TP,0,4,4,982,91
B0001TMDF0,A1PU2JDYYIXS0E,0.272727273,5,4.727272727,1031,91
B0001TMDF0,A31XPH62GUNH67,0.6,5,4.4,887,91
B0001TMDF0,A39W1DFGANGNI4,0,5,5,1032,91
B0001TMDF0,ANBNE7HEDRLTI,0,4,4,1033,91
B0001TMDF0,A3AXDI14LG6B63,0.4,5,4.6,1034,91
B0001TMDF0,A1TM7AGNZ2N2VV,0,5,5,1035,91
B0001TMDF0,ACWXHDX7ZMTZD,0,5,5,1036,91
B0001TMDF0,A3C95L8JUAL3JT,0,5,5,1037,91
B0001TMDF0,ATUXNR3WHD18N,0.833333333,5,4.166666667,1038,91
B0001TMDF0,ARKPJG365L9YC,0.6,5,4.4,1039,91
B0001TMDF0,A2P2843OD3YCBY,0.25,5,4.75,1040,91
B0001TMDF0,A1LCPLIACC3272,0,5,5,1041,91
B0001TMDF0,A1JYTRU5W42B25,1.25,4,2.75,1042,91
B0001TMDF0,A2BTXDKAS1BWR7,0,5,5,1043,91
B0001TMDF0,A1IWXF3O4HNGWT,0,5,5,1044,91
B0001TMDF0,A38CLMYP4XUODX,0,5,5,1045,91
B0001TMDF0,A2Q5K1C366LASY,0.5,5,4.5,937,91
B0001TMDF0,A2JOBUCXKEXYY8,0,4,4,890,91
B0001TMDF0,A1HAIYW6MYCCY8,0.5,5,4.5,1046,91
B0001TMDF0,A1WDS3U185610U,1.2,3,1.8,1047,91
B0001TMDF0,A1EZEHP6WTB5DT,0.8,5,4.2,1048,91
B0001TMDF0,A3RRNV5GDJ4SLW,1.4,4,2.6,1049,91
B0001TMDF0,ADS5APY1NKTL4,0,5,5,1050,91
B0001TMDF0,A15Q386XEF5IUO,0,5,5,1025,91
B0001TMDF0,A2CZ98V784SRJ0,-2.111111111,2,4.111111111,1026,91
B0001TMDF0,A23QZFNMVLNC02,0,5,5,1027,91
B0001TMDF0,A6L3XM9Y0KMLR,0,5,5,131,91
B0001TMDF0,A3RALES3RIRVH6,0,5,5,1028,91
B0001TMDF0,AA1JJNJ5VYI97,0.25,5,4.75,1029,91
B0001TMDF0,A1J5VERK1A6A9Y,0.25,5,4.75,1030,91
B0001TMDF0,A355UT4VU5R5TP,0,4,4,982,91
B0001TMDF0,A1PU2JDYYIXS0E,0.272727273,5,4.727272727,1031,91
B0001TMDF0,A31XPH62GUNH67,0.6,5,4.4,887,91
B0001TMDF0,A39W1DFGANGNI4,0,5,5,1032,91
B0001TMDF0,ANBNE7HEDRLTI,0,4,4,1033,91
B0001TMDF0,A3AXDI14LG6B63,0.4,5,4.6,1034,91
B0001TMDF0,A1TM7AGNZ2N2VV,0,5,5,1035,91
B0001TMDF0,ACWXHDX7ZMTZD,0,5,5,1036,91
B0001TMDF0,A3C95L8JUAL3JT,0,5,5,1037,91
B0001TMDF0,ATUXNR3WHD18N,0.833333333,5,4.166666667,1038,91
B0001TMDF0,ARKPJG365L9YC,0.6,5,4.4,1039,91
B0001TMDF0,A2P2843OD3YCBY,0.25,5,4.75,1040,91
B0001TMDF0,A1LCPLIACC3272,0,5,5,1041,91
B0001TMDF0,A1JYTRU5W42B25,1.25,4,2.75,1042,91
B0001TMDF0,A2BTXDKAS1BWR7,0,5,5,1043,91
B0001TMDF0,A1IWXF3O4HNGWT,0,5,5,1044,91
B0001TMDF0,A38CLMYP4XUODX,0,5,5,1045,91
